filename,source_type,mei_version,title,title_subordinate,composer_name,composer_auth,composer_auth_uri,composer_codedval,editors,encoding_date,rights,publisher,distributor,genre,encoding_application,work_title,movement_name,source_title,source_composer,source_editor,source_encoder,edition_version,encoding_annot,humdrum_id
sib_mei_header.mei,sibelius,4.0.1,Voulant honneur,,Pierre Sandrin,,,,,,© Centre d'études supérieures de la Renaissance | Haverford College | Marco Gurrieri | Vincent Besson | Richard Freedman | The CRIM Project (crimproject.org),,,,Sibelius to MEI 4 Exporter (4.1.0) 4.1.0,Voulant honneur,,,,,,,,
