filename,source_type,mei_version,title,title_subordinate,composer_name,composer_auth,composer_auth_uri,composer_codedval,editors,encoding_date,rights,publisher,distributor,genre,encoding_application,work_title,movement_name,source_title,source_composer,source_editor,source_encoder,edition_version,encoding_annot,humdrum_id
hum_drum_header.mei,humdrum,5.1,"Cantai mentre chi'i' arsi del mio foco, Cantai mentre chi'i' arsi",,Cipriano de Rore,,,,Jessie Ann Owens [editor]|Scott Metcalfe [editor]|Jessie Ann Owens [encoder]|Scott Metcalfe [encoder],2024-11-09,"Copyright 2024 Jessie Ann Owens and Scott Metcalfe, All Rights Reserved",,,Madrigal,Verovio 5.8.0-dev-4624022,Cantai mentre chi'i' arsi del mio foco,Cantai mentre chi'i' arsi,"Cantai mentre chi'i' arsi del mio foco, Cantai mentre chi'i' arsi",Cipriano de Rore,Jessie Ann Owens and Scott Metcalfe,Jessie Ann Owens and Scott Metcalfe,2024/11/09,Translated from MusicXML on 2024/11/09,Ror0101
