filename,source_type,mei_version,title,title_subordinate,composer_name,composer_auth,composer_auth_uri,composer_codedval,editors,encoding_date,rights,publisher,distributor,genre,encoding_application,work_title,movement_name,source_title,source_composer,source_editor,source_encoder,edition_version,encoding_annot,humdrum_id
muse_score_header.mei,musescore,5.1+basic,"Flora wilt thou, RISM A/I: M 3701.  No. 12",,"Morley, Thomas",VIAF,https://viaf.org/viaf/77117535,,"André Vierendeels [xml_editor]|Richard Freedman [mei_editor]|Starkey, Holden [analyst]",2024-11-19,"Copyright André Vierendeels (transcription) and Richard Freedman (MEI), available on a Creative Commons 4.0 license.  NC CC SA",,,,MEI Soup Updater 2024,Flora wilt thou,,,,,,,,
